Subject,Run,Event,Condition_HBMModel,Condition_JNeuroModel1,Condition_JNeuroModel2,Condition_JNeuroModel3,Condition_JNeuroModel4,Onsets(Scans),TrialDur,Onsets(Sec),Cov_PostProb_JNeuroModel1,Cov_PostProb_JNeuroModel3
1031,2,69,1,1,3,,,119.142,0,238.284,80,
1031,2,70,2,1,4,,,120.787,0,241.574,50,50
1031,2,71,6,3,6,,,122.424,0,244.848,,50
1031,2,72,8,5,8,,,124.554,0,249.108,,
1031,3,1,4,1,1,,,0.2585,0,0.517,80,
1031,3,2,2,1,2,,,2.2715,0,4.543,50,
1031,3,3,1,1,3,,,4.4095,0,8.819,80,
1031,3,4,2,1,4,,,6.0545,0,12.109,50,50
1031,3,5,6,3,6,,,7.6915,0,15.383,,50
1031,3,6,8,5,8,,,8.9525,0,17.905,,
1031,3,7,4,1,1,,,9.4705,0,18.941,80,
1031,3,8,1,1,2,,,11.1155,0,22.231,94.12,
1031,3,9,2,1,3,,,13.2535,0,26.507,80,
1031,3,10,1,1,4,,,15.141,0,30.282,94.12,94.12
1031,3,11,6,3,6,,,16.5275,0,33.055,,94.12
1031,3,12,8,5,8,,,17.663,0,35.326,,
1031,3,13,5,2,5,,,18.181,0,36.362,,
1031,3,14,3,2,5,,,20.82,0,41.64,,
1031,3,15,3,2,5,,,22.8325,0,45.665,,
1031,3,16,3,2,5,,,24.3525,0,48.705,,
1031,3,17,7,4,7,,,26.107,0,52.214,,
1031,3,18,8,5,8,,,27.61,0,55.22,,
1031,3,19,4,1,1,,,28.6285,0,57.257,80,
1031,3,20,2,1,2,,,31.017,0,62.034,50,
1031,3,21,1,1,3,,,32.6625,0,65.325,80,
1031,3,22,1,1,4,,,35.3015,0,70.603,94.12,94.12
1031,3,23,6,3,6,,,37.0635,0,74.127,,94.12
1031,3,24,8,5,8,,,39.068,0,78.136,,
1031,3,25,4,1,1,,,39.8365,0,79.673,80,
1031,3,26,1,1,2,,,41.9745,0,83.949,94.12,
1031,3,27,1,1,3,,,44.363,0,88.726,98.46,
1031,3,28,1,1,4,,,46.3755,0,92.751,99.61,99.61
1031,3,29,6,3,6,,,47.5115,0,95.023,,99.61
1031,3,30,8,5,8,,,48.7645,0,97.529,,
1031,3,31,4,1,1,,,49.407,0,98.814,80,
1031,3,32,1,1,2,,,51.921,0,103.842,94.12,
1031,3,33,2,1,3,,,53.3155,0,106.631,80,
1031,3,34,2,1,4,,,55.203,0,110.406,50,50
1031,3,35,6,3,6,,,56.965,0,113.93,,50
1031,3,36,8,5,8,,,59.3455,0,118.691,,
1031,3,37,5,2,5,,,59.863,0,119.726,,
1031,3,38,3,2,5,,,61.383,0,122.766,,
1031,3,39,3,2,5,,,64.022,0,128.044,,
1031,3,40,3,2,5,,,65.6675,0,131.335,,
1031,3,41,7,4,7,,,67.3045,0,134.609,,
1031,3,42,8,5,8,,,68.6825,0,137.365,,
1031,3,43,4,1,1,,,69.576,0,139.152,80,
1031,3,44,2,1,2,,,71.9645,0,143.929,50,
1031,3,45,1,1,3,,,74.6035,0,149.207,80,
1031,3,46,2,1,4,,,76.992,0,153.984,50,50
1031,3,47,6,3,6,,,78.9965,0,157.993,,50
1031,3,48,8,5,8,,,81.0005,0,162.001,,
1031,3,49,4,1,1,,,81.5185,0,163.037,80,
1031,3,50,1,1,2,,,82.913,0,165.826,94.12,
1031,3,51,1,1,3,,,84.5585,0,169.117,98.46,
1031,3,52,1,1,4,,,86.0785,0,172.157,99.61,99.61
1031,3,53,6,3,6,,,87.8405,0,175.681,,99.61
1031,3,54,8,5,8,,,89.344,0,178.688,,
1031,3,55,4,1,1,,,90.112,0,180.224,80,
1031,3,56,2,1,2,,,91.632,0,183.264,50,
1031,3,57,1,1,3,,,93.2775,0,186.555,80,
1031,3,58,1,1,4,,,95.048,0,190.096,94.12,94.12
1031,3,59,6,3,6,,,96.1835,0,192.367,,94.12
1031,3,60,8,5,8,,,97.562,0,195.124,,
1031,3,61,5,2,5,,,98.2045,0,196.409,,
1031,3,62,3,2,5,,,100.3425,0,200.685,,
1031,3,63,3,2,5,,,102.4805,0,204.961,,
1031,3,64,3,2,5,,,104.243,0,208.486,,
1031,3,65,7,4,7,,,106.3725,0,212.745,,
1031,3,66,8,5,8,,,107.759,0,215.518,,
1031,3,67,4,1,1,,,108.402,0,216.804,80,
1031,3,68,1,1,2,,,110.1725,0,220.345,94.12,
1031,3,69,1,1,3,,,111.567,0,223.134,98.46,
1031,3,70,1,1,4,,,114.081,0,228.162,99.61,99.61
1031,3,71,6,3,6,,,115.718,0,231.436,,99.61
1031,3,72,8,5,8,,,117.4715,0,234.943,,
1031,4,1,5,2,5,,,0.259,0,0.518,,
1031,4,2,3,2,5,,,2.6475,0,5.295,,
1031,4,3,3,2,5,,,4.042,0,8.084,,
1031,4,4,3,2,5,,,6.4305,0,12.861,,
1031,4,5,7,4,7,,,8.193,0,16.386,,
1031,4,6,8,5,8,,,10.4475,0,20.895,,
1031,4,7,4,1,1,,,11.216,0,22.432,80,
1031,4,8,2,1,2,,,12.8615,0,25.723,50,
1031,4,9,1,1,3,,,15.375,0,30.75,80,
1031,4,10,2,1,4,,,17.513,0,35.026,50,50
1031,4,11,6,3,6,,,18.649,0,37.298,,50
1031,4,12,8,5,8,,,20.7785,0,41.557,,
1031,4,13,4,1,1,,,21.7975,0,43.595,80,
1031,4,14,1,1,2,,,24.0605,0,48.121,94.12,
1031,4,15,1,1,3,,,26.6995,0,53.399,98.46,
1031,4,16,1,1,4,,,28.7125,0,57.425,99.61,99.61
1031,4,17,6,3,6,,,30.6,0,61.2,,99.61
1031,4,18,8,5,8,,,31.978,0,63.956,,
1031,4,19,4,1,1,,,32.746,0,65.492,80,
1031,4,20,1,1,2,,,34.759,0,69.518,94.12,
1031,4,21,1,1,3,,,36.6465,0,73.293,98.46,
1031,4,22,2,1,4,,,39.035,0,78.07,94.12,94.12
1031,4,23,6,3,6,,,40.5465,0,81.093,,94.12
1031,4,24,8,5,8,,,42.3,0,84.6,,
1031,4,25,5,2,5,,,42.9435,0,85.887,,
1031,4,26,3,2,5,,,44.7055,0,89.411,,
1031,4,27,3,2,5,,,46.9685,0,93.937,,
1031,4,28,3,2,5,,,49.6075,0,99.215,,
1031,4,29,7,4,7,,,50.7435,0,101.487,,
1031,4,30,8,5,8,,,52.873,0,105.746,,
1031,4,31,4,1,1,,,53.8835,0,107.767,80,
1031,4,32,1,1,2,,,56.147,0,112.294,94.12,
1031,4,33,2,1,3,,,58.1595,0,116.319,80,
1031,4,34,2,1,4,,,60.047,0,120.094,50,50
1031,4,35,6,3,6,,,62.4275,0,124.855,,50
1031,4,36,8,5,8,,,64.056,0,128.112,,
1031,4,37,4,1,1,,,64.9495,0,129.899,80,
1031,4,38,1,1,2,,,66.344,0,132.688,94.12,
1031,4,39,1,1,3,,,68.983,0,137.966,98.46,
1031,4,40,1,1,4,,,70.378,0,140.756,99.61,99.61
1031,4,41,6,3,6,,,72.14,0,144.28,,99.61
1031,4,42,8,5,8,,,73.7685,0,147.537,,
1031,4,43,4,1,1,,,74.4115,0,148.823,80,
1031,4,44,2,1,2,,,76.299,0,152.598,50,
1031,4,45,1,1,3,,,78.6875,0,157.375,80,
1031,4,46,2,1,4,,,80.8255,0,161.651,50,50
1031,4,47,6,3,6,,,82.337,0,164.674,,50
1031,4,48,8,5,8,,,84.592,0,169.184,,
1031,4,49,4,1,1,,,85.3605,0,170.721,80,
1031,4,50,2,1,2,,,87.0055,0,174.011,50,
1031,4,51,1,1,3,,,88.5255,0,177.051,80,
1031,4,52,1,1,4,,,90.0455,0,180.091,94.12,94.12
1031,4,53,6,3,6,,,91.3065,0,182.613,,94.12
1031,4,54,8,5,8,,,92.935,0,185.87,,
1031,4,55,4,1,1,,,93.9455,0,187.891,80,
1031,4,56,1,1,2,,,95.833,0,191.666,94.12,
1031,4,57,1,1,3,,,98.2215,0,196.443,98.46,
1031,4,58,1,1,4,,,100.61,0,201.22,99.61,99.61
1031,4,59,6,3,6,,,102.122,0,204.244,,99.61
1031,4,60,8,5,8,,,104.001,0,208.002,,
1031,4,61,4,1,1,,,104.5185,0,209.037,80,
1031,4,62,1,1,2,,,106.907,0,213.814,94.12,
1031,4,63,2,1,3,,,108.302,0,216.604,80,
1031,4,64,1,1,4,,,110.1895,0,220.379,94.12,94.12
1031,4,65,6,3,6,,,112.1935,0,224.387,,94.12
1031,4,66,8,5,8,,,114.3235,0,228.647,,
1031,4,67,5,2,5,,,115.0915,0,230.183,,
1031,4,68,3,2,5,,,117.6055,0,235.211,,
1031,4,69,3,2,5,,,119.376,0,238.752,,
1031,4,70,3,2,5,,,121.8895,0,243.779,,
1031,4,71,7,4,7,,,124.1445,0,248.289,,
1031,4,72,8,5,8,,,126.525,0,253.05,,
1031,5,1,4,1,1,,,0.259,0,0.518,80,
1031,5,2,2,1,2,,,2.397,0,4.794,50,
1031,5,3,1,1,3,,,4.284,0,8.568,80,
1031,5,4,1,1,4,,,6.422,0,12.844,94.12,94.12
1031,5,5,6,3,6,,,7.558,0,15.116,,94.12
1031,5,6,8,5,8,,,8.9445,0,17.889,,
1031,5,7,4,1,1,,,9.7125,0,19.425,80,
1031,5,8,1,1,2,,,11.6,0,23.2,94.12,
1031,5,9,2,1,3,,,14.239,0,28.478,80,
1031,5,10,1,1,4,,,15.634,0,31.268,94.12,94.12
1031,5,11,6,3,6,,,18.014,0,36.028,,94.12
1031,5,12,8,5,8,,,19.768,0,39.536,,
1031,5,13,5,2,5,,,20.536,0,41.072,,
1031,5,14,3,2,5,,,22.9245,0,45.849,,
1031,5,15,3,2,5,,,25.0625,0,50.125,,
1031,5,16,3,2,5,,,26.708,0,53.416,,
1031,5,17,7,4,7,,,27.8435,0,55.687,,
1031,5,18,8,5,8,,,29.5975,0,59.195,,
1031,5,19,4,1,1,,,30.366,0,60.732,80,
1031,5,20,2,1,2,,,32.504,0,65.008,50,
1031,5,21,1,1,3,,,34.149,0,68.298,80,
1031,5,22,2,1,4,,,35.9195,0,71.839,50,50
1031,5,23,6,3,6,,,37.306,0,74.612,,50
1031,5,24,8,5,8,,,38.8095,0,77.619,,
1031,5,25,4,1,1,,,39.5775,0,79.155,80,
1031,5,26,1,1,2,,,41.223,0,82.446,94.12,
1031,5,27,1,1,3,,,43.3605,0,86.721,98.46,
1031,5,28,1,1,4,,,46,0,92,99.61,99.61
1031,5,29,6,3,6,,,48.38,0,96.76,,99.61
1031,5,30,8,5,8,,,50.134,0,100.268,,
1031,5,31,4,1,1,,,50.902,0,101.804,80,
1031,5,32,1,1,2,,,52.422,0,104.844,94.12,
1031,5,33,2,1,3,,,53.817,0,107.634,80,
1031,5,34,2,1,4,,,56.456,0,112.912,50,50
1031,5,35,6,3,6,,,58.7105,0,117.421,,50
1031,5,36,8,5,8,,,60.59,0,121.18,,
1031,5,37,5,2,5,,,61.358,0,122.716,,
1031,5,38,3,2,5,,,63.997,0,127.994,,
1031,5,39,3,2,5,,,66.6365,0,133.273,,
1031,5,40,3,2,5,,,68.7745,0,137.549,,
1031,5,41,7,4,7,,,70.1605,0,140.321,,
1031,5,42,8,5,8,,,72.29,0,144.58,,
1031,5,43,4,1,1,,,73.184,0,146.368,80,
1031,5,44,1,1,2,,,75.1965,0,150.393,94.12,
1031,5,45,1,1,3,,,77.084,0,154.168,98.46,
1031,5,46,1,1,4,,,79.347,0,158.694,99.61,99.61
1031,5,47,6,3,6,,,80.7335,0,161.467,,99.61
1031,5,48,8,5,8,,,82.9885,0,165.977,,
1031,5,49,4,1,1,,,83.757,0,167.514,80,
1031,5,50,1,1,2,,,85.1515,0,170.303,94.12,
1031,5,51,1,1,3,,,87.4145,0,174.829,98.46,
1031,5,52,2,1,4,,,89.06,0,178.12,94.12,94.12
1031,5,53,6,3,6,,,91.1895,0,182.379,,94.12
1031,5,54,8,5,8,,,92.818,0,185.636,,
1031,5,55,4,1,1,,,93.8285,0,187.657,80,
1031,5,56,1,1,2,,,96.217,0,192.434,94.12,
1031,5,57,1,1,3,,,97.9795,0,195.959,98.46,
1031,5,58,1,1,4,,,100.368,0,200.736,99.61,99.61
1031,5,59,6,3,6,,,102.623,0,205.246,,99.61
1031,5,60,8,5,8,,,104.627,0,209.254,,
1031,5,61,5,2,5,,,105.6375,0,211.275,,
1031,5,62,3,2,5,,,107.6505,0,215.301,,
1031,5,63,3,2,5,,,109.546,0,219.092,,
1031,5,64,3,2,5,,,111.9345,0,223.869,,
1031,5,65,7,4,7,,,113.321,0,226.642,,
1031,5,66,8,5,8,,,114.457,0,228.914,,
1031,5,67,4,1,1,,,115.225,0,230.45,80,
1031,5,68,2,1,2,,,117.1125,0,234.225,50,
1031,5,69,1,1,3,,,119,0,238,80,
1031,5,70,2,1,4,,,121.2635,0,242.527,50,50
1031,5,71,6,3,6,,,122.399,0,244.798,,50
1031,5,72,8,5,8,,,124.153,0,248.306,,
1031,6,1,4,1,1,,,0.259,0,0.518,80,
1031,6,2,1,1,2,,,1.904,0,3.808,94.12,
1031,6,3,1,1,3,,,4.184,0,8.368,98.46,
1031,6,4,1,1,4,,,6.0715,0,12.143,99.61,99.61
1031,6,5,6,3,6,,,7.3325,0,14.665,,99.61
1031,6,6,8,5,8,,,9.713,0,19.426,,
1031,6,7,4,1,1,,,10.6065,0,21.213,80,
1031,6,8,2,1,2,,,12.636,0,25.272,50,
1031,6,9,1,1,3,,,14.164,0,28.328,80,
1031,6,10,2,1,4,,,16.177,0,32.354,50,50
1031,6,11,6,3,6,,,18.3065,0,36.613,,50
1031,6,12,8,5,8,,,19.6935,0,39.387,,
1031,6,13,5,2,5,,,20.461,0,40.922,,
1031,6,14,3,2,5,,,22.357,0,44.714,,
1031,6,15,3,2,5,,,24.8705,0,49.741,,
1031,6,16,3,2,5,,,26.892,0,53.784,,
1031,6,17,7,4,7,,,29.272,0,58.544,,
1031,6,18,8,5,8,,,30.9005,0,61.801,,
1031,6,19,5,2,5,,,31.794,0,63.588,,
1031,6,20,3,2,5,,,34.0575,0,68.115,,
1031,6,21,3,2,5,,,35.5775,0,71.155,,
1031,6,22,3,2,5,,,37.465,0,74.93,,
1031,6,23,7,4,7,,,39.1015,0,78.203,,
1031,6,24,8,5,8,,,41.106,0,82.212,,
1031,6,25,4,1,1,,,42.125,0,84.25,80,
1031,6,26,1,1,2,,,44.388,0,88.776,94.12,
1031,6,27,2,1,3,,,47.027,0,94.054,80,
1031,6,28,1,1,4,,,49.541,0,99.082,94.12,94.12
1031,6,29,6,3,6,,,51.178,0,102.356,,94.12
1031,6,30,8,5,8,,,52.6815,0,105.363,,
1031,6,31,4,1,1,,,53.5745,0,107.149,80,
1031,6,32,2,1,2,,,55.22,0,110.44,50,
1031,6,33,1,1,3,,,56.9905,0,113.981,80,
1031,6,34,2,1,4,,,59.003,0,118.006,50,50
1031,6,35,6,3,6,,,60.3895,0,120.779,,50
1031,6,36,8,5,8,,,62.018,0,124.036,,
1031,6,37,4,1,1,,,63.0285,0,126.057,80,
1031,6,38,1,1,2,,,65.5425,0,131.085,94.12,
1031,6,39,1,1,3,,,66.937,0,133.874,98.46,
1031,6,40,1,1,4,,,69.576,0,139.152,99.61,99.61
1031,6,41,6,3,6,,,71.706,0,143.412,,99.61
1031,6,42,8,5,8,,,73.8355,0,147.671,,
1031,6,43,4,1,1,,,74.4785,0,148.957,80,
1031,6,44,2,1,2,,,76.249,0,152.498,50,
1031,6,45,1,1,3,,,78.763,0,157.526,80,
1031,6,46,1,1,4,,,80.408,0,160.816,94.12,94.12
1031,6,47,6,3,6,,,82.663,0,165.326,,94.12
1031,6,48,8,5,8,,,83.924,0,167.848,,
1031,6,49,5,2,5,,,84.442,0,168.884,,
1031,6,50,3,2,5,,,86.329,0,172.658,,
1031,6,51,3,2,5,,,88.342,0,176.684,,
1031,6,52,3,2,5,,,89.7365,0,179.473,,
1031,6,53,7,4,7,,,91.248,0,182.496,,
1031,6,54,8,5,8,,,93.1275,0,186.255,,
1031,6,55,4,1,1,,,93.8955,0,187.791,80,
1031,6,56,2,1,2,,,96.0335,0,192.067,50,
1031,6,57,1,1,3,,,97.4285,0,194.857,80,
1031,6,58,1,1,4,,,100.0675,0,200.135,94.12,94.12
1031,6,59,6,3,6,,,102.4475,0,204.895,,94.12
1031,6,60,8,5,8,,,104.3265,0,208.653,,
1031,6,61,4,1,1,,,105.337,0,210.674,80,
1031,6,62,1,1,2,,,106.732,0,213.464,94.12,
1031,6,63,2,1,3,,,108.377,0,216.754,80,
1031,6,64,2,1,4,,,110.891,0,221.782,50,50
1031,6,65,6,3,6,,,113.0205,0,226.041,,50
1031,6,66,8,5,8,,,114.7745,0,229.549,,
1031,6,67,4,1,1,,,115.793,0,231.586,80,
1031,6,68,1,1,2,,,117.806,0,235.612,94.12,
1031,6,69,1,1,3,,,119.8185,0,239.637,98.46,
1031,6,70,1,1,4,,,121.589,0,243.178,99.61,99.61
1031,6,71,6,3,6,,,123.719,0,247.438,,99.61
1031,6,72,8,5,8,,,125.3475,0,250.695,,
1041,1,1,4,1,1,,,0.2585,0,0.517,80,
1041,1,2,2,1,2,,,2.2715,0,4.543,50,
1041,1,3,1,1,3,,,4.284,0,8.568,80,
1041,1,4,1,1,4,,,6.297,0,12.594,94.12,
1041,1,5,6,3,6,,,8.4265,0,16.853,,
1041,1,6,8,5,8,,,9.5625,0,19.125,,
1041,1,7,4,1,1,,,10.456,0,20.912,80,
1041,1,8,2,1,2,,,11.8505,0,23.701,50,
1041,1,9,1,1,3,,,13.738,0,27.476,80,
1041,1,10,2,1,4,,,16.1265,0,32.253,50,
1041,1,11,6,3,6,,,18.006,0,36.012,,
1041,1,12,8,5,8,,,19.1415,0,38.283,,
1041,1,13,4,1,1,,,19.9095,0,39.819,80,
1041,1,14,1,1,2,,,22.549,0,45.098,94.12,
1041,1,15,1,1,3,,,25.0625,0,50.125,98.46,
1041,1,16,1,1,4,,,26.4575,0,52.915,99.61,
1041,1,17,6,3,6,,,28.462,0,56.924,,
1041,1,18,8,5,8,,,30.3405,0,60.681,,
1041,1,19,5,2,5,,,31.3515,0,62.703,,
1041,1,20,3,2,5,,,32.9965,0,65.993,,
1041,1,21,3,2,5,,,34.6415,0,69.283,,
1041,1,22,3,2,5,,,36.0365,0,72.073,,
1041,1,23,7,4,7,,,37.924,0,75.848,,
1041,1,24,8,5,8,,,39.185,0,78.37,,
1041,1,25,4,1,1,,,39.828,0,79.656,80,
1041,1,26,1,1,2,,,42.467,0,84.934,94.12,
1041,1,27,2,1,3,,,44.7305,0,89.461,80,
1041,1,28,2,1,4,,,47.3695,0,94.739,50,
1041,1,29,6,3,6,,,49.257,0,98.514,,
1041,1,30,8,5,8,,,51.136,0,102.272,,
1041,1,31,4,1,1,,,51.779,0,103.558,80,
1041,1,32,2,1,2,,,53.1735,0,106.347,50,
1041,1,33,1,1,3,,,55.562,0,111.124,80,
1041,1,34,1,1,4,,,57.8255,0,115.651,94.12,
1041,1,35,6,3,6,,,59.713,0,119.426,,
1041,1,36,8,5,8,,,62.093,0,124.186,,
1041,1,37,5,2,5,,,62.736,0,125.472,,
1041,1,38,3,2,5,,,64.749,0,129.498,,
1041,1,39,3,2,5,,,67.1375,0,134.275,,
1041,1,40,3,2,5,,,69.025,0,138.05,,
1041,1,41,7,4,7,,,71.029,0,142.058,,
1041,1,42,8,5,8,,,73.4095,0,146.819,,
